city,total_orders,total_revenue,total_freight,delivery_orders,late_orders,avg_delivery_delay_days,reviewed_orders,avg_review_score,negative_reviews,late_delivery_rate,negative_review_rate,freight_ratio
monte azul,5,619.9,109.97999999999999,5,0,-14.662807870370369,5,4.6,0.0,0.0,0.0,0.17741571221164704
monte azul paulista,19,2887.91,399.19,19,1,-10.221059941520467,19,4.631578947368421,1.0,5.263157894736842,5.263157894736842,0.13822799186955273
monte belo,5,1109.78,230.52,5,1,-6.760891203703703,5,5.0,0.0,20.0,0.0,0.2077168447800465
monte belo do sul,1,79.98,36.76,1,0,-17.53554398148148,1,5.0,0.0,0.0,0.0,0.45961490372593145
monte bonito,1,29.5,20.84,1,0,-0.31734953703703705,1,5.0,0.0,0.0,0.0,0.7064406779661017
monte carlo,3,309.5,63.370000000000005,3,0,-15.22096450617284,3,5.0,0.0,0.0,0.0,0.20474959612277868
monte carmelo,24,3269.13,550.35,23,0,-14.687130132850243,23,4.3478260869565215,1.0,0.0,4.3478260869565215,0.1683475420065889
monte castelo,2,169.5,34.04,2,0,-17.085335648148146,2,4.5,0.0,0.0,0.0,0.2008259587020649
monte formoso,2,72.99,30.2,2,0,-13.165868055555556,2,5.0,0.0,0.0,0.0,0.41375530894643103
monte gordo,2,314.9,45.53,1,1,1.9328703703703705,2,3.0,1.0,100.0,50.0,0.1445855827246745
monte mor,40,4544.84,529.25,38,4,-6.1481636817738785,40,3.725,9.0,10.526315789473683,22.5,0.11645074414060781
monte santo,1,23.21,16.79,1,0,-2.086087962962963,1,3.0,0.0,0.0,0.0,0.7233950883239982
monte santo de minas,9,869.28,148.72,9,1,-11.036842849794239,9,4.444444444444445,1.0,11.11111111111111,11.11111111111111,0.1710841155899135
monte siao,20,2530.28,336.16,20,4,-11.067370949074075,20,3.8,3.0,20.0,15.0,0.1328548619125156
monte verde,3,343.09999999999997,120.35,3,2,4.902121913580247,3,4.333333333333333,0.0,66.66666666666666,0.0,0.3507723695715535
monteiro lobato,1,0.0,0.0,0,0,,1,1.0,1.0,,100.0,
monteiropolis,1,159.9,43.53,1,1,2.6733564814814814,1,2.0,1.0,100.0,100.0,0.2722326454033771
montenegro,32,4910.6,721.91,32,2,-10.487041377314815,31,4.467741935483871,1.0,6.25,3.225806451612903,0.14701054860913124
montes claros,211,26690.89,4796.5,207,7,-13.709191604043657,210,4.276190476190476,24.0,3.3816425120772946,11.428571428571429,0.17970551000734708
montezuma,2,186.89000000000001,33.46,2,0,-10.146637731481482,2,3.5,0.0,0.0,0.0,0.1790357964578094
montividiu do norte,1,17.99,15.1,1,0,-14.222986111111112,1,5.0,0.0,0.0,0.0,0.839355197331851
morada nova,10,1355.27,313.65,10,0,-13.301059027777777,10,4.0,1.0,0.0,10.0,0.231429899577206
morada nova de minas,3,658.89,71.48,3,0,-11.353707561728394,3,4.333333333333333,0.0,0.0,0.0,0.10848548316107394
moreilandia,2,230.9,64.22,2,0,-22.68328125,2,5.0,0.0,0.0,0.0,0.27812906019922046
moreira sales,3,345.67,87.81,3,0,-15.211747685185186,3,4.666666666666667,0.0,0.0,0.0,0.2540284085977956
moreno,5,763.5,196.59,5,0,-16.877164351851853,5,3.8,1.0,0.0,20.0,0.2574852652259332
morpara,2,357.12,36.61,2,0,-15.11923611111111,2,5.0,0.0,0.0,0.0,0.10251456093189965
morretes,4,762.98,85.94,3,0,-8.734880401234568,4,3.75,1.0,0.0,25.0,0.11263729062360743
morrinhos,18,2397.59,531.92,18,1,-11.855806327160494,18,3.611111111111111,4.0,5.555555555555555,22.22222222222222,0.22185611384765533
morro agudo,10,1850.95,312.58,9,0,-12.761655092592592,10,4.3,1.0,0.0,10.0,0.16887544234041976
morro agudo de goias,1,32.9,17.78,1,0,-12.46673611111111,1,4.0,0.0,0.0,0.0,0.5404255319148936
morro da fumaca,7,1676.0,245.45000000000002,7,0,-12.744351851851851,7,5.0,0.0,0.0,0.0,0.14644988066825776
morro da garca,1,199.0,28.14,1,0,-25.393483796296298,1,4.0,0.0,0.0,0.0,0.1414070351758794
morro de sao paulo,1,691.96,140.04,1,0,-4.568148148148148,1,4.0,0.0,0.0,0.0,0.20238164055725763
morro do chapeu,7,557.57,180.26999999999998,7,0,-15.575963955026456,6,4.166666666666667,1.0,0.0,16.666666666666664,0.32331366465197187
morro do ferro,1,120.0,34.38,1,0,-15.084212962962964,1,5.0,0.0,0.0,0.0,0.28650000000000003
morro do pilar,1,69.9,17.74,1,0,-11.150034722222221,1,5.0,0.0,0.0,0.0,0.25379113018597993
morro grande,1,119.8,38.78,1,0,-24.42189814814815,1,5.0,0.0,0.0,0.0,0.3237061769616027
morro redondo,1,209.9,23.76,1,0,-21.389502314814816,1,5.0,0.0,0.0,0.0,0.11319676036207718
morro reuter,3,627.34,114.06,3,0,-15.326523919753086,3,3.6666666666666665,1.0,0.0,33.33333333333333,0.18181528357828292
morro vermelho,1,31.9,9.09,1,0,-10.201203703703703,1,5.0,0.0,0.0,0.0,0.28495297805642633
morungaba,7,582.6899999999999,125.63,7,1,-16.28972552910053,7,4.714285714285714,0.0,14.285714285714285,0.0,0.21560349413925073
mossamedes,1,49.99,34.15,1,0,-20.11019675925926,1,5.0,0.0,0.0,0.0,0.683136627325465
mossoro,37,4875.46,1644.02,35,4,-14.311356150793651,37,3.8378378378378377,6.0,11.428571428571429,16.216216216216218,0.3372030536605777
mostardas,11,1517.83,202.5,11,0,-11.691485690235691,11,4.363636363636363,0.0,0.0,0.0,0.1334141504648083
motuca,3,283.9,38.35,2,0,-11.352534722222222,3,2.3333333333333335,2.0,0.0,66.66666666666666,0.13508277562522017
mozarlandia,7,806.4,201.64,7,0,-18.590798611111108,7,4.714285714285714,0.0,0.0,0.0,0.2500496031746032
mucambo,1,119.9,29.24,1,0,-19.043784722222224,1,4.0,0.0,0.0,0.0,0.24386989157631356
mucuge,1,256.99,28.75,1,0,-20.402083333333334,1,4.0,0.0,0.0,0.0,0.11187205727849332
mucuri,7,2203.67,182.32,7,0,-16.297536375661377,7,4.428571428571429,0.0,0.0,0.0,0.08273471073255069
mucurici,1,259.8,155.86,1,0,-7.260694444444445,1,4.0,0.0,0.0,0.0,0.5999230177059277
muliterno,1,235.0,35.45,0,0,,1,3.0,0.0,,0.0,0.15085106382978725
mundo novo,6,1102.99,140.2,6,0,-17.98842785493827,6,4.666666666666667,0.0,0.0,0.0,0.12710903997316383
munhoz,4,384.66999999999996,92.44999999999999,4,0,-10.63152488425926,4,3.75,1.0,0.0,25.0,0.24033587230613251
munhoz de melo,4,953.89,83.37,4,0,-12.884464699074073,4,3.75,0.0,0.0,0.0,0.0874000146767447
muniz freire,2,238.9,40.230000000000004,2,0,-12.315607638888888,2,5.0,0.0,0.0,0.0,0.16839681875261617
muquem do sao francisco,2,61.32,42.89,2,0,-23.695271990740743,2,5.0,0.0,0.0,0.0,0.6994455316373125
muqui,4,485.48,88.9,4,0,-9.207728587962963,4,4.25,0.0,0.0,0.0,0.18311773914476395
muriae,64,11015.42,1600.67,63,2,-12.074152153145208,64,4.40625,5.0,3.1746031746031744,7.8125,0.1453117538868241
murici,1,49.9,34.15,1,0,-14.485173611111112,1,4.0,0.0,0.0,0.0,0.6843687374749499
muritiba,1,159.49,63.14,1,0,-22.98841435185185,1,4.0,0.0,0.0,0.0,0.3958868894601542
murucupi,1,129.9,32.23,1,0,-13.422071759259259,1,3.0,0.0,0.0,0.0,0.24811393379522706
murutinga do sul,2,809.0,46.71,2,0,-13.681221064814814,2,5.0,0.0,0.0,0.0,0.057737948084054386
mussurepe,1,99.99,17.95,1,1,17.474270833333332,1,4.0,0.0,100.0,0.0,0.17951795179517951
mutuipe,4,448.78999999999996,131.3,4,0,-14.074160879629629,4,4.75,0.0,0.0,0.0,0.2925644510795696
mutum,8,1397.94,191.93,8,0,-12.574777199074074,8,4.25,0.0,0.0,0.0,0.13729487674721375
mutum parana,1,39.9,22.67,1,0,-15.216377314814816,1,5.0,0.0,0.0,0.0,0.568170426065163
mutunopolis,1,24.41,34.15,1,0,-12.574363425925926,1,5.0,0.0,0.0,0.0,1.39901679639492
muzambinho,9,665.8,174.82999999999998,9,1,-12.026332304526749,9,4.111111111111111,1.0,11.11111111111111,11.11111111111111,0.2625863622709522
nacip raydan,1,74.9,17.26,1,0,-15.424375,1,3.0,0.0,0.0,0.0,0.23044058744993326
nantes,1,79.0,12.05,1,0,-14.205868055555555,1,5.0,0.0,0.0,0.0,0.15253164556962026
nanuque,25,2395.9700000000003,524.78,25,3,-12.551986574074073,25,4.2,2.0,12.0,8.0,0.21902611468424057
nao-me-toque,7,859.68,202.42,7,1,-11.67035548941799,7,4.428571428571429,0.0,14.285714285714285,0.0,0.23545970593709287
narandiba,2,408.97999999999996,27.68,2,0,-8.641863425925926,2,4.5,0.0,0.0,0.0,0.06768057117707468
natal,207,35929.37,6921.63,203,22,-12.125200009122423,204,4.0245098039215685,38.0,10.83743842364532,18.627450980392158,0.192645459689385
natercia,1,39.9,17.6,1,0,-11.238240740740741,1,4.0,0.0,0.0,0.0,0.4411027568922306
natividade,16,2995.27,521.95,16,2,-15.338637876157408,16,4.125,3.0,12.5,18.75,0.17425808023984485
natividade da serra,1,125.0,13.89,1,0,-6.382129629629629,1,5.0,0.0,0.0,0.0,0.11112000000000001
navegantes,31,6783.17,717.6800000000001,31,2,-12.864286887694146,31,4.548387096774194,3.0,6.451612903225806,9.67741935483871,0.10580303899209367
navirai,8,1910.88,402.36,8,1,-9.08173611111111,8,4.125,1.0,12.5,12.5,0.21056267269530268
nazare,4,419.84000000000003,84.98,3,0,-14.4191512345679,4,4.0,1.0,0.0,25.0,0.20241044207317072
nazare da mata,1,99.99,14.57,1,0,-13.070104166666667,1,4.0,0.0,0.0,0.0,0.14571457145714573
nazare paulista,7,815.64,118.69,7,0,-14.260153769841269,5,4.4,0.0,0.0,0.0,0.1455176303271051
nazareno,2,161.8,28.46,2,0,-13.82232638888889,2,5.0,0.0,0.0,0.0,0.17589616810877626
nazario,2,237.89000000000001,36.5,2,0,-13.623223379629628,2,4.0,0.0,0.0,0.0,0.15343225860691914
neopolis,1,235.0,22.1,1,0,-13.2884375,1,5.0,0.0,0.0,0.0,0.09404255319148937
nepomuceno,9,610.9399999999999,199.74,9,0,-11.195291923868313,9,4.555555555555555,0.0,0.0,0.0,0.32693881559563953
neropolis,7,1297.22,166.8,7,0,-15.173579695767197,7,4.428571428571429,1.0,0.0,14.285714285714285,0.1285826613835741
neves paulista,3,112.58,41.739999999999995,3,0,-10.244444444444444,3,4.0,0.0,0.0,0.0,0.37075857168235915
nhandeara,8,630.26,115.06,7,0,-10.02910548941799,8,3.625,2.0,0.0,25.0,0.18255957858661506
nilopolis,107,13718.18,2399.5,103,14,-9.937349424667385,103,3.9320388349514563,22.0,13.592233009708737,21.35922330097087,0.17491387341469494
nipoa,2,337.8,34.55,2,1,-5.224635416666667,2,5.0,0.0,50.0,0.0,0.10227945529899347
niquelandia,14,1745.59,334.84000000000003,13,0,-16.921891025641024,14,4.071428571428571,1.0,0.0,7.142857142857142,0.19182053059424037
niteroi,849,117907.12,20012.26,825,103,-9.840030822109988,842,3.956057007125891,161.0,12.484848484848484,19.121140142517813,0.1697290206053714
nobres,1,41.99,17.92,1,0,-15.187546296296297,1,5.0,0.0,0.0,0.0,0.42676827816146706
nonoai,2,175.9,76.77000000000001,2,0,-19.279560185185186,2,5.0,0.0,0.0,0.0,0.4364411597498579
nortelandia,1,174.9,35.74,1,0,-15.102002314814815,1,4.0,0.0,0.0,0.0,0.2043453401943968
nossa senhora da gloria,2,221.45000000000002,53.269999999999996,2,0,-17.321429398148148,2,4.0,0.0,0.0,0.0,0.240550914427636
nossa senhora das dores,1,559.0,39.23,1,0,-5.288958333333333,1,4.0,0.0,0.0,0.0,0.07017889087656529
nossa senhora das gracas,2,54.8,25.950000000000003,2,0,-6.727690972222223,2,4.5,0.0,0.0,0.0,0.47354014598540156
nossa senhora de caravaggio,2,280.0,60.34,1,0,-14.314016203703703,2,3.0,1.0,0.0,50.0,0.21550000000000002
nossa senhora de lourdes,1,79.99,38.11,1,0,-18.338645833333334,1,5.0,0.0,0.0,0.0,0.47643455431928994
nossa senhora do o,2,401.0,56.19,1,0,-21.39667824074074,2,3.0,1.0,0.0,50.0,0.14012468827930175
nossa senhora do remedio,2,131.9,31.39,2,0,-10.148715277777779,2,5.0,0.0,0.0,0.0,0.23798332069749809
nossa senhora do socorro,14,2282.92,526.64,14,4,-5.999645337301587,14,3.7857142857142856,3.0,28.57142857142857,21.428571428571427,0.23068701487568552
nova alvorada,3,261.8,70.08,3,0,-17.560050154320987,3,4.333333333333333,0.0,0.0,0.0,0.26768525592055004
nova alvorada do sul,3,380.85,96.03,3,1,-9.223923611111111,3,3.3333333333333335,1.0,33.33333333333333,33.33333333333333,0.2521465143757385
nova america,1,51.0,15.11,1,0,-13.58886574074074,1,5.0,0.0,0.0,0.0,0.29627450980392156
nova america da colina,1,58.99,17.66,1,0,-11.286273148148148,1,5.0,0.0,0.0,0.0,0.2993727750466181
nova andradina,11,2194.87,332.68,11,1,-11.270993265993265,11,4.0,2.0,9.090909090909092,18.181818181818183,0.15157161927585688
nova araca,1,119.99,16.6,1,0,-14.454386574074075,1,5.0,0.0,0.0,0.0,0.13834486207183933
nova aurora,4,1065.8899999999999,108.70000000000002,4,0,-10.253715277777777,4,4.75,0.0,0.0,0.0,0.10198050455487905
nova bandeirantes,4,548.51,117.02,4,0,-13.572152777777777,4,3.0,1.0,0.0,25.0,0.21334159814770925
nova bassano,4,387.24,84.53,4,0,-13.212390046296296,4,5.0,0.0,0.0,0.0,0.21828839995868196
nova boa vista,1,52.9,22.95,1,0,-6.300740740740741,1,4.0,0.0,0.0,0.0,0.43383742911153117
nova brasilandia d'oeste,2,402.79999999999995,69.34,2,0,-15.753269675925926,2,5.0,0.0,0.0,0.0,0.17214498510427015
nova brescia,1,48.9,17.92,0,0,,1,1.0,1.0,,100.0,0.3664621676891616
nova campina,2,156.5,53.019999999999996,2,0,-11.183234953703703,2,4.5,0.0,0.0,0.0,0.33878594249201277
nova canaa,2,156.9,53.18,2,1,-1.1422048611111109,2,2.0,1.0,50.0,50.0,0.33894200127469726
nova canaa do norte,3,149.77999999999997,77.37,3,0,-20.15198688271605,3,4.666666666666667,0.0,0.0,0.0,0.516557617839498
nova canaa paulista,2,109.89000000000001,29.259999999999998,2,0,-13.699444444444445,2,3.0,1.0,0.0,50.0,0.2662662662662662
nova cantu,3,199.9,34.41,2,0,-13.050121527777778,3,3.6666666666666665,1.0,0.0,33.33333333333333,0.172136068034017
nova crixas,1,153.4,22.78,1,0,-13.142650462962964,1,5.0,0.0,0.0,0.0,0.1485006518904824
nova cruz,3,462.88,120.37,3,0,-19.0317862654321,3,5.0,0.0,0.0,0.0,0.2600458002073972
nova era,15,2074.71,490.45,15,0,-13.898140432098765,15,4.333333333333333,1.0,0.0,6.666666666666667,0.23639448404837302
nova erechim,3,254.79,51.989999999999995,3,2,1.8508680555555557,3,3.3333333333333335,1.0,66.66666666666666,33.33333333333333,0.20405039444248202
nova esperanca,8,1579.78,180.68,8,0,-20.87361255787037,8,4.625,0.0,0.0,0.0,0.11437035536593704
nova esperanca do piria,1,2199.0,53.66,1,0,-10.297002314814815,1,4.0,0.0,0.0,0.0,0.02440200090950432
nova esperanca do sudoeste,1,84.99,15.34,1,0,-10.552060185185185,1,4.0,0.0,0.0,0.0,0.18049182256736088
nova esperanca do sul,2,259.4,109.24000000000001,2,0,-26.624392361111113,2,3.5,0.0,0.0,0.0,0.4211256746337703
nova europa,8,634.44,126.45,8,0,-13.638256655092594,8,4.625,0.0,0.0,0.0,0.19930962738793265
nova fatima,5,398.69,116.39,5,0,-9.359451388888889,5,2.6,3.0,0.0,60.0,0.29193107426822845
nova floresta,1,129.6,25.4,1,0,-14.535474537037038,1,1.0,1.0,0.0,100.0,0.19598765432098766
nova friburgo,152,28024.89,3560.19,142,30,-5.21123850743349,151,3.6456953642384105,37.0,21.12676056338028,24.503311258278146,0.12703671629041186
nova granada,19,1790.33,332.12,19,1,-11.469217227095516,19,4.368421052631579,1.0,5.263157894736842,5.263157894736842,0.18550769969782108
nova guarita,1,25.0,16.79,1,0,-18.151157407407407,1,5.0,0.0,0.0,0.0,0.6716
nova guataporanga,1,75.0,42.76,1,0,-15.182662037037037,1,4.0,0.0,0.0,0.0,0.5701333333333333
nova hartz,3,618.88,136.34,3,0,-13.527989969135803,3,2.3333333333333335,2.0,0.0,66.66666666666666,0.2203011892450879
nova iguacu,442,60234.090000000004,10589.66,423,57,-10.376576728176166,438,3.7899543378995433,104.0,13.47517730496454,23.74429223744292,0.1758084167952068
nova independencia,1,23.9,10.96,1,0,-18.52630787037037,1,4.0,0.0,0.0,0.0,0.45857740585774065
nova ipixuna,1,328.0,189.03,1,0,-26.036898148148147,1,1.0,1.0,0.0,100.0,0.5763109756097561
nova itaberaba,2,308.89,35.88,2,0,-4.081736111111111,2,3.5,0.0,0.0,0.0,0.11615785554728222
nova lacerda,1,339.74,41.01,1,0,-16.578587962962963,1,5.0,0.0,0.0,0.0,0.12070995467121916
nova laranjeiras,1,208.1,43.49,1,0,-23.46814814814815,1,2.0,1.0,0.0,100.0,0.2089860643921192
nova lima,98,20962.05,2325.79,96,9,-10.775040147569444,97,4.0,16.0,9.375,16.49484536082474,0.11095241162004671
nova londrina,9,743.53,203.03,9,0,-15.1259079218107,9,4.222222222222222,1.0,0.0,11.11111111111111,0.27306228396971205
nova luzitania,1,22.9,11.85,1,1,8.617534722222222,1,1.0,1.0,100.0,100.0,0.517467248908297
nova mamore,2,594.9,208.26,2,0,-21.648697916666666,2,4.0,0.0,0.0,0.0,0.3500756429652042
nova monte verde,3,245.79,85.14,3,0,-22.51427083333333,3,3.6666666666666665,1.0,0.0,33.33333333333333,0.34639326254119374
nova mutum,5,571.38,144.29,5,0,-19.003069444444442,5,4.2,1.0,0.0,20.0,0.25252896496202176
nova odessa,38,4438.61,723.46,37,2,-10.337080830830832,37,4.486486486486487,2.0,5.405405405405405,5.405405405405405,0.16299246836284334
nova olimpia,2,168.0,104.03999999999999,2,0,-6.602754629629629,2,3.0,1.0,0.0,50.0,0.6192857142857142
nova olinda,4,1520.7,329.02,4,0,-16.722664930555556,4,3.5,1.0,0.0,25.0,0.21636088643387913
nova olinda do maranhao,4,1546.4,177.93,4,0,-14.259091435185185,4,4.0,1.0,0.0,25.0,0.11506078634247284
nova padua,1,69.9,19.46,1,0,-13.403310185185186,1,5.0,0.0,0.0,0.0,0.27839771101573674
nova palma,2,428.9,37.72,2,0,-16.80548611111111,2,4.5,0.0,0.0,0.0,0.0879459081370949
nova petropolis,8,459.89,140.17000000000002,8,1,-8.348978587962963,8,4.125,0.0,12.5,0.0,0.30479027593554986
nova ponte,9,1409.49,229.04999999999998,9,1,-11.148698559670782,9,4.0,1.0,11.11111111111111,11.11111111111111,0.1625055871272588
nova prata,16,1230.94,310.31,16,0,-16.91116753472222,16,4.375,1.0,0.0,6.25,0.2520918972492567
nova prata do iguacu,6,1049.78,135.41,6,1,-4.822241512345679,6,4.5,0.0,16.666666666666664,0.0,0.12898893101411724
nova redencao,1,19.9,16.79,1,1,0.6520949074074074,1,1.0,1.0,100.0,100.0,0.8437185929648241
nova resende,1,10.99,15.1,1,0,-14.038425925925926,1,5.0,0.0,0.0,0.0,1.3739763421292084
nova roma,1,49.99,17.6,1,0,-10.475347222222222,1,5.0,0.0,0.0,0.0,0.3520704140828166
nova roma do sul,1,1106.99,20.3,1,0,-25.153310185185184,1,1.0,1.0,0.0,100.0,0.018338015700232163
nova russas,7,1504.94,337.09,7,1,-12.790224867724868,7,4.285714285714286,0.0,14.285714285714285,0.0,0.2239889962390527
nova santa barbara,1,113.0,17.53,1,0,-9.344293981481481,1,4.0,0.0,0.0,0.0,0.15513274336283187
nova santa rita,6,968.76,134.06,6,0,-14.679363425925926,6,4.333333333333333,0.0,0.0,0.0,0.13838308765844998
nova santa rosa,4,398.88,97.74,4,0,-13.764302662037037,4,4.0,1.0,0.0,25.0,0.24503610108303248
nova serrana,51,7856.26,1271.24,49,4,-10.593528202947846,50,3.96,9.0,8.16326530612245,18.0,0.1618123636437694
nova soure,3,255.52,69.91,3,0,-20.76130401234568,3,4.0,0.0,0.0,0.0,0.2735989355040701
nova timboteua,1,99.9,33.15,1,0,-22.260925925925925,1,3.0,0.0,0.0,0.0,0.3318318318318318
nova trento,6,870.6,101.61,6,0,-13.142679398148148,6,4.5,0.0,0.0,0.0,0.11671261199172983
nova ubirata,1,99.9,23.85,1,0,-14.35226851851852,1,5.0,0.0,0.0,0.0,0.23873873873873874
nova venecia,19,2439.9,512.73,19,1,-14.122266691033138,18,4.888888888888889,0.0,5.263157894736842,0.0,0.2101438583548506
nova veneza,7,762.84,127.06,7,2,-5.826104497354498,7,3.857142857142857,2.0,28.57142857142857,28.57142857142857,0.1665617953961512
nova vicosa,1,205.99,65.02,1,0,-5.524803240740741,1,5.0,0.0,0.0,0.0,0.31564639060148547
nova xavantina,10,3274.69,327.47,10,0,-16.79991087962963,10,4.3,2.0,0.0,20.0,0.10000030537241694
novais,1,99.9,12.09,1,0,-12.615393518518518,1,5.0,0.0,0.0,0.0,0.12102102102102101
novo alegre,1,279.99,39.1,1,0,-12.108726851851852,1,5.0,0.0,0.0,0.0,0.13964784456587737
novo barreiro,2,197.59,34.44,2,0,-15.711377314814815,2,5.0,0.0,0.0,0.0,0.17430031884204664
novo brasil,1,85.9,17.85,1,1,126.69578703703704,1,4.0,0.0,100.0,0.0,0.20779976717112922
novo cabrais,1,55.0,16.15,1,0,-10.383310185185184,1,5.0,0.0,0.0,0.0,0.2936363636363636
novo cruzeiro,9,805.78,163.09,9,0,-11.561212705761315,9,4.444444444444445,0.0,0.0,0.0,0.2024001588522922
novo gama,16,2124.94,285.3,13,2,-10.852504451566952,16,3.75,4.0,15.384615384615385,25.0,0.13426261447382043
novo hamburgo,123,19847.08,3085.2400000000002,121,9,-12.533418464952556,123,4.024390243902439,21.0,7.43801652892562,17.073170731707318,0.15545057509719315
novo horizonte,18,2873.29,430.0,17,1,-9.701752450980392,18,3.9444444444444446,4.0,5.88235294117647,22.22222222222222,0.14965422912410511
novo itacolomi,1,90.0,32.22,1,0,-18.09894675925926,1,2.0,1.0,0.0,100.0,0.358
novo jardim,1,23.9,37.08,1,1,1.695613425925926,1,5.0,0.0,100.0,0.0,1.5514644351464435
novo lino,1,79.9,34.36,1,0,-16.768055555555556,1,5.0,0.0,0.0,0.0,0.430037546933667
novo machado,1,59.99,17.67,1,0,-13.396053240740741,1,4.0,0.0,0.0,0.0,0.29454909151525255
novo mundo,1,59.15,17.98,1,0,-12.32508101851852,1,5.0,0.0,0.0,0.0,0.3039729501267963
novo oriente,3,231.98000000000002,89.41999999999999,3,0,-13.891925154320987,3,3.3333333333333335,1.0,0.0,33.33333333333333,0.38546426416070345
novo oriente de minas,1,259.99,21.01,0,0,,1,2.0,1.0,,100.0,0.08081080041540059
novo oriente do piaui,2,152.01,100.56,2,0,-9.626319444444444,2,5.0,0.0,0.0,0.0,0.6615354253009671
novo planalto,1,27.99,18.3,1,0,-18.701689814814817,1,5.0,0.0,0.0,0.0,0.6538049303322616
novo progresso,5,2219.01,217.07,5,0,-18.420886574074075,5,3.6,1.0,0.0,20.0,0.09782290300629559
novo repartimento,2,155.0,105.16,2,0,-27.791059027777777,2,4.5,0.0,0.0,0.0,0.6784516129032258
novo sao joaquim,3,292.6,70.03999999999999,3,0,-19.5489737654321,3,4.0,0.0,0.0,0.0,0.2393711551606288
nucleo residencial pilar,8,2024.35,393.0,8,2,-6.512896412037037,8,3.625,2.0,25.0,25.0,0.19413638945834466
nuporanga,3,821.8,73.61,3,0,-11.228144290123458,3,5.0,0.0,0.0,0.0,0.08957167193964469
ocara,2,109.88999999999999,52.8,2,1,-1.329403935185185,2,2.5,1.0,50.0,50.0,0.48048048048048053
ocaucu,5,241.6,79.17,5,0,-10.871405092592592,5,4.8,0.0,0.0,0.0,0.32769039735099337
oeiras,6,553.44,250.47,6,0,-19.017864583333335,6,3.6666666666666665,2.0,0.0,33.33333333333333,0.452569384215091
oeiras do para,2,178.64999999999998,68.81,2,0,-15.800335648148149,2,4.5,0.0,0.0,0.0,0.38516652672823964
oiapoque,1,385.0,40.24,1,1,0.3603472222222222,1,5.0,0.0,100.0,0.0,0.10451948051948053
olaria,1,79.9,16.32,1,0,-21.119398148148147,1,5.0,0.0,0.0,0.0,0.20425531914893616
oleo,1,59.9,13.44,1,0,-16.30636574074074,1,5.0,0.0,0.0,0.0,0.22437395659432388
olho d'agua das cunhas,2,312.99,57.980000000000004,2,0,-14.909357638888888,2,4.5,0.0,0.0,0.0,0.18524553500111826
olho d'agua das flores,3,254.48,91.59,3,1,-7.236929012345679,3,4.0,0.0,33.33333333333333,0.0,0.3599104055328513
olhos d'agua,1,99.9,19.94,1,0,-9.025717592592592,1,4.0,0.0,0.0,0.0,0.1995995995995996
olimpia,38,5862.54,737.89,36,2,-13.537484889403293,38,4.052631578947368,7.0,5.555555555555555,18.421052631578945,0.12586523929900692
olinda,93,13149.78,2500.2599999999998,89,14,-9.121301628173116,92,4.010869565217392,13.0,15.730337078651685,14.130434782608695,0.19013702130377844
olindina,3,226.79000000000002,57.620000000000005,2,0,-11.301718750000001,3,3.6666666666666665,1.0,0.0,33.33333333333333,0.25406763966665197
oliveira,22,2579.0,521.72,22,2,-11.866731376262628,22,4.2272727272727275,3.0,9.090909090909092,13.636363636363635,0.20229546335789067
oliveira dos brejinhos,2,138.9,46.94,2,1,-5.850196759259259,2,2.5,1.0,50.0,50.0,0.33794096472282215
onda verde,1,69.81,19.68,1,0,-19.105671296296297,1,4.0,0.0,0.0,0.0,0.2819080360979802
oriente,3,1017.2700000000001,57.75,3,0,-13.259621913580247,3,4.333333333333333,0.0,0.0,0.0,0.056769589194609095
orindiuva,5,541.78,87.81,5,0,-9.87887037037037,5,3.8,1.0,0.0,20.0,0.16207685776514455
orizania,1,129.95,60.14,1,0,-6.1953356481481485,1,5.0,0.0,0.0,0.0,0.46279338207002696
orizona,6,546.8100000000001,110.27,6,1,-8.542399691358025,6,3.6666666666666665,1.0,16.666666666666664,16.666666666666664,0.20166054022420948
orlandia,29,4027.32,525.08,28,0,-12.550026455026455,29,4.103448275862069,4.0,0.0,13.793103448275861,0.13037950796062892
orleans,8,1408.5900000000001,209.08,8,0,-18.746733217592592,8,4.75,0.0,0.0,0.0,0.14843212006332573
orobo,1,99.9,42.73,1,0,-11.334756944444445,1,5.0,0.0,0.0,0.0,0.42772772772772766
oroco,3,294.9,94.56,3,1,-10.525648148148148,3,4.666666666666667,0.0,33.33333333333333,0.0,0.32065106815869787
oros,2,100.65,60.06,2,0,-16.73179398148148,2,4.5,0.0,0.0,0.0,0.5967213114754099
ortigueira,8,993.29,146.16,8,0,-18.13073784722222,8,4.875,0.0,0.0,0.0,0.14714735877739632
osasco,746,82157.86,11842.86,724,35,-10.153920190045017,740,4.183108108108108,97.0,4.834254143646409,13.108108108108107,0.14414762020335
oscar bressane,3,301.8,38.13,3,0,-12.434864969135802,3,5.0,0.0,0.0,0.0,0.12634194831013917
osorio,35,6251.24,974.51,35,0,-18.409575066137567,35,4.457142857142857,1.0,0.0,2.857142857142857,0.1558906712908159
osvaldo cruz,16,1786.46,337.9,16,0,-12.499544994212963,16,4.625,0.0,0.0,0.0,0.1891450130425534
osvaldo kroeff,1,239.99,22.17,1,0,-9.389502314814814,1,5.0,0.0,0.0,0.0,0.09237884911871329
otacilio costa,5,913.29,249.56,5,1,-6.601622685185186,5,4.4,0.0,20.0,0.0,0.2732538405106812
